source_id,qa_response
14300,Automotive technicians can be paid in various combinations of hourly and commission pay rates.
14323,"There is no information in the provided passages on how to grill a porterhouse. The passages discuss setting up a grill and maintaining it, but do not provide any instructions on cooking a porterhouse steak."
14353,"The passages do not provide a complete guide on how to fold a quilt. However, they do provide some steps to start the process:

1. Lay the quilt on a flat surface.
2. Fold the lower right corner up toward the center of the quilt, making sure the fold is on the bias.
3. Fold the lower left corner up toward the center of the quilt, making sure the fold is on the bias.
4. Fold the top left corner down toward the center of the quilt, making sure the fold is on the bias.
5. Fold the top right corner down toward the center of the quilt, making sure the fold is on the bias.

The passages do not provide further instructions on how to fold the quilt."
14355,"The benefits of a water pick include:

1. Eliminating germs and plaque from the gum line.
2. Helping to maintain good oral health.
3. Massaging and stimulating soft tissue in the mouth.
4. Reducing the risk of gingivitis.
5. Cleaning areas around the teeth and gums that brushing cannot access.
6. Leaving the mouth feeling cleaner."
14360,"The passages do not provide a direct method to set the default browser to Windows. However, based on the information given, to set a default browser, you can follow the steps in Passage 2 to set Google Chrome as the default browser, or follow the steps in Passage 3 to set Mozilla Firefox as the default browser."
14366,"The proper way to dispose of a worn USA flag is to either:

1. Remove the blue field, burn it in a peaceful manner, and bury the ashes.
2. Burn the flag yourself in a proper ceremony, folding it in the customary triangle fold."
14375,"Based on the provided passages, here are the steps to cook brats:

1. Prick the bratwurst with a fork to prevent them from exploding.
2. Place the bratwurst in a large pot with onions, butter, and beer.
3. Simmer the mixture over medium heat for 15 to 20 minutes.
4. Preheat a grill for medium-high heat.
5. Lightly oil the grill grate.
6. Cook the bratwurst on the preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.

Alternatively, you can also cook the bratwurst in the beer mixture on the grill by:

1. Preheating a grill for medium-high heat.
2. Submerging the bratwurst in the beer mixture.
3. Cooking the bratwurst on the preheated grill, turning once, for 5 to 10 minutes."
14390,"Based on the provided passages, the symptoms of IBS include:

1. Diarrhea
2. Constipation
3. Constipation alternating with diarrhea
4. Belly pains or cramps in the lower half of the belly
5. A lot of gas or bloating

The causes of IBS are unknown, but possible factors include:

1. Abnormal gastrointestinal (GI) tract movements
2. Increased awareness of bodily functions
3. Disruption in the communication between the brain and the GI tract
4. Alteration in the GI tract motility
5. Abnormal nervous system signals
6. Increased sensitivity to pain
7. Food intolerances or sensitivities
8. Poor absorption of sugars or acids in food."
14392,"The difference between essential and nonessential amino acids is that essential amino acids cannot be made by the body and must be obtained from the diet, whereas nonessential amino acids can be made by the body from essential amino acids or by breaking down protein products."
14394,"Based on the provided passages, the typical weather in Indiana is:

- Summers are long, warm, humid, and wet.
- Winters are chilly and windy.
- The temperature typically varies from 22°F to 85°F.
- It is partly cloudy year-round.
- The state experiences hot and humid weather, as mentioned in Passage 1."
14396,"To sync an audiobook from an iPhone to iTunes, follow these steps:

1. Connect your iPhone to the computer using a USB cable.
2. Launch iTunes on your computer.
3. Click on the name of your iPhone under ""Devices"" in the left column.
4. Choose ""Books"" above the main iTunes window.
5. Select the audiobook you want to transfer.
6. Click ""Sync Audiobooks"" and then choose the audiobook you want to transfer or select ""All Audiobooks"" to transfer all of them.
7. Click ""Apply"" at the bottom of the screen to complete the syncing process."
14404,"The body systems work together by closely interacting with each other. For example, the urinary system cleans waste from the skeletal, muscular, digestive, respiratory, circulatory, and nervous systems, while the respiratory system provides oxygen for all body parts and removes carbon dioxide from these same systems."
14418,"The name Teresa has multiple meanings depending on the language. 

- In Greek, the meaning of the name Teresa is: 
  - Reap; from Therasia (Passage 1)
  - Reaper; from Therasia (Passage 2)
  - To harvest, harvester, or summer (Passage 3)

- In American, the meaning of the name Teresa is: 
  - Reap; from Therasia (Passage 1)

- In Italian, the meaning of the name Teresa is: 
  - Harvester (Passage 1)

- In Spanish, the meaning of the name Teresa is: 
  - Name of two popular saints 'Teresa of Avila' and 'Therese of Lisieux' (Passage 1)"
14433,"Based on the provided passages, the main differences between Vietnam and India are:

1. Education system: Vietnam has a relatively equitable education system, where poorer children receive the same opportunities as those from wealthier backgrounds. In contrast, India's education trends are more typical, with a focus on getting children into school initially.

2. Colonial history: India was a colony of the United Kingdom, while Vietnam was a colony of France. 

3. Post-colonial relations: India supported Vietnam's independence from France and opposed American involvement in the Vietnam War, while Vietnam has strong bilateral relations with India, with cultural and economic links dating back to the 2nd century."
14445,"According to Passage 1 and Passage 3, when an asset is discarded, the scrap value of the asset is reduced from the block in the previous year in which such asset is discarded. The assessee is also entitled to claim depreciation on the residual value of the discarded asset, which is the opening written-down value (WDV) of the asset less the scrap value."
14458,"Based on the provided passages, here's a concise answer on how to sew a zipper gusset:

1. Measure and mark the area where the gusset will be added, dividing the total inches by 2 (in this case, 2 inches).
2. Make a zipper sandwich by placing lining fabric face up, then the zipper, and then the outer fabric right side down. Sew across the top with a zipper foot.
3. Repeat the zipper sandwich for the other side of the zipper.
4. Pin the zipper gusset to the zipper, 1/4 inch away from the center, with right sides facing each other.
5. Sew a line near the seam line to secure the position.
6. Place the zipper gusset lining on top and stitch on the seam line.
7. Flip the lining to the bottom of the main zipper gusset and top stitch near the seam line.
8. Repeat sewing the other side of the zipper gusset.
9. Change to a normal presser foot and stitch on the seam allowance around the zipper gusset to attach the main and lining fabric together.
10. Place the zipper gusset on the body of the item, aligning the ends with the center markings, and sew from marking to marking at both ends."
14468,The passages do not provide a method for baking hard-boiled eggs. They describe methods for boiling hard-boiled eggs.
14470,"The drawer on the bottom of the oven stove is for warming food, according to Passage 1 and Passage 2."
