source_id,summary
14-0,"Here's a concise summary of the passage:

Militants affiliated with the Islamic State (IS) attacked the Sardar Daud hospital in Kabul, Afghanistan, detonating explosives at the gate and opening fire on staff and patients. The attack, which began at 09:00 local time, resulted in the deaths of four attackers and over 50 people wounded. The IS group claimed responsibility for the attack, while the Taliban denied involvement. This marks a change in IS's approach, as they have previously targeted civilian gatherings and now used a more conventional method of blowing open gates to allow gunmen to enter. The attack suggests that IS may have gained resources and military training, potentially leading to more such assaults in the coming months."
14-1,"Here's a concise summary of the passage:

The Booker Prize, in its 46th year, has announced its shortlist for 2014. The shortlisted authors are:

1. Howard Jacobson for his novel ""J"", a futuristic love story.
2. Ali Smith for ""How To Be Both"", a novel that tells two interlinking stories.
3. Joshua Ferris for ""To Rise Again at a Decent Hour"", a novel about atheism.
4. Karen Joy Fowler for ""We Are All Completely Beside Ourselves"", a novel narrated by a college student.
5. Richard Flanagan for ""The Narrow Road to the Deep North"", a love story set during World War Two.
6. Neel Mukherjee for ""The Lives Of Others"", a sweeping account of life in 1960s Calcutta.

The winner will be announced at London's Guildhall on Tuesday night, with Mukherjee's novel being the 5/2 favourite to win. The prize is open to all authors writing in English, regardless of nationality."
14-2,"Here's a concise summary of the passage:

Mark Carney, the Governor of the Bank of England, surprised many by announcing a one-year extension of his term, rather than staying until 2021 or leaving in 2018 as originally planned. The reason for this decision was personal: his daughters' education schedules, with two finishing their A-levels and GCSEs in 2018, made it an ideal time for his family to return to Canada. This decision was not influenced by government pressure or criticism of the Bank's economic forecasts, but rather by Carney's desire to devote his full attention to the role for as long as possible."
14-3,"Here's a concise summary of the passage:

Adrian Gill, a renowned journalist and writer, has passed away after a battle with cancer. He was a columnist for the Sunday Times, which he joined in 1993, and was known for his witty and fearless writing style. Gill was diagnosed with multiple cancers, which he humorously referred to as the ""full English."" Despite his illness, he continued to write and was described by his colleagues as a ""giant among journalists"" and the ""heart and soul"" of the Sunday Times. Gill was also a published author and had a long career in writing, overcoming dyslexia to achieve success. He was married three times and had four children. His colleagues and fellow writers have paid tribute to him, describing him as a kind and brilliant writer who will be deeply missed."
14-4,"Here's a concise summary of the passage:

The passage describes the activities of Ukrainian and Russian hacking groups involved in the conflict between Ukraine and Russia. The Ukrainian Cyber Troops, led by Yevhen Dokukin, are a prominent group that claims to be independent activists. They use distributed denial-of-service (DDoS) attacks, hack into public CCTV systems, and target rebel websites and electronic payment systems to disrupt separatist funding. They also claim to have hacked into Russian interior ministry servers and email accounts.

Another group, Cyber Berkut, is anti-Western and claims to thwart Ukraine's military plans. They hacked several Ukrainian government websites during US Vice-President Joe Biden's visit to Kiev and placed a message on their front pages.

Russian activist group Anonymous International, also known as b0ltai or Shaltay Boltay, has published leaked documents from the Kremlin, including emails to and from former Russian FSB colonel Igor Girkin. The group's website is currently blocked in Russia.

Ukraine's security services have denied using information obtained by hackers to direct artillery fire, but some media reports suggest that they may have used such information."
5-0,"The passage describes James Milner, a 30-year-old former Manchester City player. Key points about him include:

- He won 61 caps for England, making his senior debut in 2009.
- He was a squad member at two World Cups and two European Championships.
- He played only three minutes at Euro 2016.
- He holds the record for the most capped England Under-21 player with 46 caps.
- He scored his first and only international goal in a 5-0 victory over Moldova in 2014 World Cup qualifiers."
5-1,"The passage describes Brad Wilk, a drummer for several rock bands. Key points about him include:

- He was a member of Rage Against the Machine from 1991-2000 and 2007-2011.
- He was also a member of Audioslave from 2001-2007.
- He co-founded Rage Against the Machine in August 1991 with Tom Morello and Zack de la Rocha.
- As of 2016, he is playing in the band Prophets of Rage.
- He started his career as a drummer for Greta in 1990."
5-2,"Gary Locke, the 41-year-old former Hearts boss, has been appointed as Kilmarnock's permanent manager on a three-year deal. He initially joined the club as assistant manager last summer and took over as interim manager in February after Allan Johnston's departure. Locke has a successful record since taking over, losing only once in seven games."
5-3,"Here's a concise summary of the passage:

Rupert Murdoch is the chairman and acting CEO of Fox News. His son, James Murdoch, is a businessman and the CEO of 21st Century Fox, as well as chairman of Sky plc. Rupert Murdoch previously had full control of News Corporation, a global media holding company, and its successors, including News Corp and 21st Century Fox."
15-0,"Here's a concise summary of the passage:

Robert Hardy, a 89-year-old veteran actor, is selling his collection of over 200 antiques in a £100,000 auction. The items include a hand-painted diorama of the Battle of Agincourt, a pair of early Victorian cabinets, a painting of Hardy holding a longbow, and a longbow made from yew with a mother-of-pearl handle. Hardy, a military historian and expert on the medieval longbow, has built up the collection over his career, which has included roles in ""All Creatures Great and Small,"" ""Winston Churchill"" performances, and the ""Harry Potter"" films. The auction will take place at Dominic Winter Auctioneers in Gloucestershire on Saturday, with 238 lots being sold."
15-1,"Here's a concise summary of the passage:

Robert Hardy, a 89-year-old veteran actor, is selling his collection of over 200 antiques in a £100,000 auction. The items include a hand-painted diorama of the Battle of Agincourt, a pair of early Victorian cabinets, a painting of Hardy holding a longbow, and a longbow made from yew with a mother-of-pearl handle. Hardy, a military historian and expert on the medieval longbow, has built up the collection over his career, which has included roles in ""All Creatures Great and Small,"" ""Winston Churchill"" performances, and the ""Harry Potter"" films. The auction will take place at Dominic Winter Auctioneers in Gloucestershire on Saturday, with 238 lots being sold."
15-2,"Here's a concise summary of the passage:

Robert Hardy, a 89-year-old veteran actor, is selling his collection of over 200 antiques in a £100,000 auction. The items include a hand-painted diorama of the Battle of Agincourt, a pair of early Victorian cabinets, a painting of Hardy holding a longbow, and a longbow made from yew with a mother-of-pearl handle. Hardy, a military historian and expert on the medieval longbow, has built up the collection over his career, which has included roles in ""All Creatures Great and Small,"" ""Winston Churchill"" performances, and the ""Harry Potter"" films. The auction will take place at Dominic Winter Auctioneers in Gloucestershire on Saturday, with 238 lots being sold."
15-3,"Here's a concise summary of the passage:

A study by the Institute for Health Metrics and Evaluation found that heavy drinking among Americans increased by 17.2% between 2005 and 2012, with a significant rise in binge drinking. The study, published in the American Journal of Public Health, found that women's drinking habits were the main driver of this increase, with women's binge drinking rates rising by nearly 36% in Santa Clara County, California, and more than seven times the rate among men nationwide. The study defines heavy drinking as exceeding one drink per day for women and two drinks per day for men, and binge drinking as four or more drinks for women and five or more drinks for men on a single occasion. The study also found that the percentage of people who drink any alcohol has remained relatively unchanged over time."
4-0,"The passage describes a hockey game between two teams. The game was initially tied 1-1, then the Giants took a 2-1 lead, but the Panthers equalized. The Giants then scored 2 more goals, but the Panthers scored 1 back. The current league standings are: Nottingham (28 points), Sheffield Steelers (27 points), and Belfast (25 points)."
4-1,"The passage describes two main topics: 

1. The early life of Anne Rice, who was born in New Orleans and later moved to Texas and San Francisco.
2. Route 495, a 3.45-mile freeway in Hudson County, New Jersey, that connects the New Jersey Turnpike to the Lincoln Tunnel in Weehawken, providing access to Midtown Manhattan."
4-2,"The passage describes two films titled ""Home for the Holidays."" 

1. The first film, released in 1972, is a made-for-television horror film directed by John Llewellyn Moxey, produced by Aaron Spelling, and starring Sally Field, Eleanor Parker, Julie Harris, Jessica Walter, and Walter Brennan. It premiered on ABC on November 28, 1972.

2. The second film, released in 1995, stars Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Cynthia Stevenson, Claire Danes, Austin Pendleton, and David Strathairn."
4-3,"Here's a concise summary of the passage:

Aberdeen loaned 21-year-old Scotland Under-21 player Cammy Smith to St Mirren in July. Smith has scored 5 goals this season and has made 89 appearances for Aberdeen, scoring 4 times. St Mirren manager Jack Ross is pleased with the acquisition, considering Smith a good player and a good fit for the team."
4-4,"The passage describes the following individuals and works:

1. Billy Ray Cyrus, an American country music singer, songwriter, actor, and philanthropist.
2. French Montana, an American rapper, and his debut studio album ""Excuse My French"".
3. Amr Salama, an Egyptian film director, who directed a 2014 comedy film ""Excuse My French"" based on his own experiences."
7-0,"The passage describes the campaign expenditure of various UK parties in the 2014 European election. The key points are:

- The six highest-spending parties spent a total of £9,347,087.
- The parties' campaign expenditure per vote were: 
  - UKIP: 68p per vote (4,376,635 votes)
  - Labour: 26p per vote (1,027,339 votes)
  - Conservatives: 79p per vote
  - Lib Dems: £1.45 per vote
  - Green Party: 43p per vote (1,255,573 votes)
- The parties' campaign expenditure were:
  - UKIP: £2,956,737
  - Tories: £2,980,815
  - Lib Dems: £1,580,575
  - Labour: £1,027,339
  - Green Party: £534,249
  - SNP: £267,372"
7-1,"The passage describes the cast and release details of a live-action Beauty and the Beast film. Key cast members include:

- Emma Watson as Belle
- Dan Stevens as the Beast
- Luke Evans as Gaston
- Josh Gad as LeFou
- Kevin Kline as Maurice
- The star playing Mrs Potts is not specified by name, but will be voicing the character.

The film is set to be released on March 17, 2017, and is being directed by Bill Condon."
7-2,"Here's a concise summary of the passage:

Dorothy Ann Willis Richards was a US politician, serving as the 45th Governor of Texas from 1991-1995. She was a Democrat and the second female governor of Texas. Richards was known for her outspoken feminism and delivered a notable keynote address at the 1988 Democratic National Convention. She was defeated by George W. Bush in 1994."
7-4,"Anderson, a 27-year-old centre-back, has left Barrow by mutual consent to join a National League rival. Striker Keating, 21, is joining the same team, subject to international clearance. The new signings are expected to feature against their old club on 18 February."
9-0,"Here's a concise summary of the passage:

There are two historical figures named Francis I mentioned in the passage. 

1. The first Francis I (1494-1547) was the first King of France from the Angoulême branch of the House of Valois, reigning from 1515 until his death. He was known for his involvement in wars against Charles V and formed an alliance with the Ottoman sultan Suleiman the Magnificent.

2. The second Francis I (1708-1765) was the Holy Roman Emperor and Grand Duke of Tuscany, but his wife held the real power in these positions."
9-1,"A pit crew member, Todd Phillips, was injured during the inaugural Indycar Grand Prix of Louisiana. He was struck by the car of Francesco Dracone, who spun while exiting the pit box on lap 25, clipping Phillips' leg. Phillips received stitches for a cut on his leg and was released from the infield care center. Dracone did not finish the race, coming in 23rd."
9-2,"Widnes secured a 38-26 victory over Castleford. The Vikings took a 14-6 lead at halftime, with Paddy Flynn scoring for Castleford against his parent club. Widnes extended their lead to 38-12 before Castleford scored three tries in four minutes, narrowing the gap to 38-26. Despite a late surge, Widnes held on to win, moving above Wakefield into seventh place in the league."
9-3,"Here's a concise summary of the passage:

Clarkson, a 30-year-old player, has joined St Mirren for a second spell and is set to make his debut against Alloa in the Championship. He scored 9 goals for Dundee last season and has been training hard to maintain his match fitness. Clarkson has extensive experience, with over 400 senior appearances and 2 Scotland caps, and is looking forward to contributing to St Mirren's season."
9-4,"Amir Khan, a 28-year-old boxer from Bolton, spent a family day at a safari park in Northern California with his wife Faryal Makhdoom Khan and their daughter Lamysa. They posed with and fed animals, including a rare white tiger and giraffes. Khan had recently announced his next fight, which will be against Chris Algieri on May 30."
