source_id,qa_response
14300,"Automotive technicians can be paid through various methods including hourly wages and commissions. The amount they earn can vary significantly based on their location, with technicians in Alaska earning the highest average pay at about $23.70 per hour. Additionally, the passage mentions that the BLS indicates automotive technicians in aerospace products and parts manufacturing can earn an average of $32 per hour or $66,300 per year. The compensation methods include a mix of hourly and commission-based payments, which can greatly affect their earnings depending on their specialization."
14323,"To grill a porterhouse, follow these steps based on the provided passages:

1. Prepare your grill by dumping a chimney of lit coals into it and spreading them as described in Passage 1.
2. Ensure that the section closest to you is left coal-free.
3. Replace the grill grate.
4. For gas grills, set up for three-zone grilling as suggested in Passage 1.
5. Keep the grill hot, clean it, and lubricate it as advised in Passage 2.
6. Preheat the grill according to the instructions given in Passages 1 and 2.
7. Once the grill is ready, place the porterhouse on the grill, ensuring the bone side is down to maximize flavor absorption.
8. Cook the porterhouse to your desired doneness, flipping occasionally to ensure even cooking."
14353,"Based on the provided passages, to fold a quilt as described in the third passage, you would follow these steps:

1. Lay your quilt flat.
2. Fold the lower right corner up towards the center of the quilt, ensuring the fold is on the bias.
3. Fold the lower left corner up towards the center of the quilt, again ensuring the fold is on the bias.
4. Fold the top left corner down towards the center of the quilt, ensuring the fold is on the bias.
5. Finally, fold the top right corner down towards the center of the quilt, ensuring the fold is on the bias.

These folds help prepare the quilt for further sewing or finishing touches."
14355,"The benefits of a water pick include maintaining good oral health by helping to reduce the risk of gingivitis through its ability to massage and stimulate soft tissues in the mouth. It also effectively cleans around the teeth and gums, removing food particles that regular brushing cannot reach. Additionally, a water pick can help eliminate germs and plaque, which is difficult to remove with a toothbrush alone."
14360,"To set the default browser to Windows 7, follow these steps from Passage 1: 
1. Open Start menu and click on Settings.
2. Select ""System"" from the settings options.
3. Go to ""Default apps"" and then to ""Web browser.""
4. Choose the desired browser (e.g., Internet Explorer) and click ""Choose an app"" to set it as the default."
14366,"The proper way to dispose of a worn USA flag involves burning it in a peaceful manner after removing the blue field, and then burying the ashes. Alternatively, one can burn the flag themselves in a proper ceremony, ensuring the flag is first folded in the customary triangle fold before disposal."
14375,"To cook brats according to the instructions provided, follow these steps:

1. **Preparation**: Prick the bratwurst with a fork to prevent them from bursting during cooking.
2. **Mixing**: Place the pricked bratwurst in a large stock pot along with sliced onions, butter, and beer. Simmer this mixture over medium heat for 15 to 20 minutes.
3. **Grilling**: Preheat your grill to medium-high heat. Lightly oil the grill grate.
4. **Cooking**: Carefully transfer the bratwurst from the pot to the preheated grill. Cook for 10 to 14 minutes, turning occasionally to ensure even browning.

Serve the bratwurst with the beer mixture as a topping or side."
14390,"Symptoms of IBS include diarrhea, constipation, belly pains or cramps, especially in the lower half of the belly, which worsen after meals and improve after a bowel movement, and a lot of gas or bloating. Causes of IBS are thought to involve abnormal gastrointestinal tract movements, increased awareness of bodily functions, disrupted communication between the brain and the GI tract, altered motility of the colon and small intestines, hypersensitivity to pain from a full bowel or gas, and food sensitivities possibly due to poor absorption of sugars or acids in food."
14392,"Essential amino acids are those that the body cannot produce on its own and therefore must be obtained through the diet. Nonessential amino acids can be synthesized by the body using other amino acids or by breaking down protein products, so they do not need to be consumed in the diet."
14394,"The typical weather in Indiana, as seen in the provided passages, shows that Indianapolis experiences hot, humid summers with temperatures ranging from 22°F to 85°F, and chilly and windy winters. The winters can be quite snowy, with the passage mentioning that the wettest year had 57.65 inches of rain and the most snowfall recorded in one season being 74.5 inches in 1979 in Rockford. Additionally, Indianapolis receives a significant amount of precipitation, with the maximum monthly precipitation reaching over 16 inches in July 2003 and 2004 at Kokomo."
14396,"To sync an audiobook from your iPhone to iTunes, follow these steps based on the information provided:

1. **Download the audiobook** from iTunes.
2. **Locate the audiobook** within the ""Audiobooks"" section on the left task pane of the iTunes window.
3. **Select the audiobook** by clicking the box next to its title.
4. **Connect your iPhone** to the computer using a USB cable.
5. **Wait for iTunes to sync**. After the sync is complete, the audiobook will be on your iPhone.

For syncing an audiobook from iTunes to your iPhone, the process involves:

1. **Launch iTunes** on your computer.
2. **Connect your iPhone** to the computer via USB cable.
3. **Choose Books** from the left column under Devices in the iTunes window.
4. **Select the audiobooks** you wish to transfer.
5. **Click Sync Audiobooks** and choose the audiobooks you want to transfer.
6. **Click Apply** to finalize the syncing process.

The passage suggests that for transferring audiobooks from your computer to your Apple device (iPhone, iPad, or iPod), you need to manually manage music settings in iTunes and use OverDrive for Windows. However, the specific steps for syncing from iTunes to your iPhone are detailed in the second passage."
