source_id,qa_response
14300,"Automotive technicians are generally paid in one of three ways—or a combination of them:  
1. Hourly wage (with overtime where applicable)  
2. Flat-rate or “flag-rate” pay (a set amount per job)  
3. Commission (typically based on parts sold or labor billed)  

Many shops blend an hourly rate with commissions or use flat-rate/commission only. Actual rates vary by state, employer and industry, but nationwide averages range roughly from $20–$32 per hour (about $49,000–$66,000 per year)."
14323,"Here’s how to set up your grill for a porterhouse based on the provided steps:

1. Charcoal grill  
   • Dump a chimney of lit coals into the grill.  
   • Using a hoe, spread the coals into three zones:  
     – Far side: double layer (highest heat)  
     – Center: single layer (medium heat)  
     – Closest to you: coal-free (indirect/cool zone)  
   • Replace the grill grate.  

2. Gas grill  
   • Set burners to create three zones: high, medium, and off (cool zone).  
   • Replace the grill grate.  

3. Prep the grate  
   • Heat the grate, clean it with a grill brush, then lubricate with oil.  

4. The porterhouse  
   • A porterhouse combines NY strip on one side of the bone and filet on the other.  
   • Grill it on this three-zone setup to achieve both a good sear (over high heat) and a gentle finish (over indirect heat)."
14353,"1. Lay the quilt flat on a table, bed or other large, even surface.  
2. Fold the lower right corner up toward the quilt’s center, keeping the fold on the bias.  
3. Fold the lower left corner up the same way, on the bias, to the center.  
4. Fold the top left corner down toward the center on the bias.  
5. Finally, fold the top right corner down toward the center, again on the bias."
14355,"A Waterpik offers several oral‐health benefits. It directs a strong stream of water at the gum line to:  
• Remove germs and plaque that brushing alone may miss  
• Clean food debris from hard-to-reach areas around teeth and gums  
• Massage and stimulate soft tissues, helping lower the risk of gingivitis  
• Support overall healthier teeth, gums, mouth (and by extension, body)"
14360,"Here’s how to pick your default browser in Windows (10/11):  
1. Open Settings (Start → Settings or Windows + I)  
2. Click System  
3. In the left pane select Default apps  
4. Scroll down to “Web browser”  
5. Click the current browser entry and choose the browser you want (for example, Google Chrome)"
14366,"Fold the worn flag in the customary triangular fold, then burn it in a respectful ceremony and bury the ashes.  (If you send it for collection instead, first remove and separately burn the blue field, then bury its ashes.)"
14375,"Here’s a concise beer-and-grill method drawn from the passages:  
1. Prick each bratwurst with a fork.  
2. In a large pot, sauté or add onions (and butter if you like), then pour in enough beer to cover. Season with red-pepper flakes, garlic powder, salt and pepper.  
3. Bring to a boil, reduce heat to medium or low, and simmer for 10–20 minutes.  
4. Meanwhile preheat an outdoor grill to medium-high and lightly oil the grate.  
5. Remove the brats from the beer, then grill them 5–14 minutes, turning occasionally, until browned.  
6. Serve hot with the beer-onion mixture alongside or spooned over."
14390,"Symptoms of IBS  
- Diarrhea (often severe episodes)  
- Constipation or alternating constipation and diarrhea  
- Lower abdominal pain or cramps, typically worse after eating and relieved by bowel movements  
- Excess gas and bloating  

Causes of IBS (exact cause unknown)  
- Abnormal gastrointestinal (GI) motility (too fast, too slow, or too strong movements of the colon and small intestine)  
- Disrupted brain–gut communication and abnormal nervous system signals  
- Heightened sensitivity to pain from bowel or gas distension  
- Food intolerances or sensitivities (e.g., poor absorption of certain sugars or acids)"
14392,"Essential amino acids cannot be made by the body and therefore must be obtained from the diet (adults need eight: valine, isoleucine, leucine, lysine, methionine, phenylalanine, threonine and tryptophan; histidine is also essential for infants). Nonessential amino acids can be synthesized in the body—either from essential amino acids or by breaking down proteins—so they do not have to be supplied by the diet (they include alanine, asparagine, aspartic acid, glutamic acid, arginine, cysteine, glutamine, glycine, ornithine, proline, serine and tyrosine)."
14394,"Indiana (e.g. Indianapolis) has long, warm, humid, wet summers and chilly, windy winters with regular snowfall. Skies are partly cloudy year-round. Temperatures typically range from about 22 °F to 85 °F, rarely dropping below 3 °F or rising above 92 °F."
14396,"1. Launch iTunes on your computer.  
2. Connect your iPhone to the computer via USB.  
3. In iTunes’ left sidebar under Devices, click your iPhone.  
4. At the top of the main pane, click the “Books” (or “Audiobooks”) tab.  
5. Check “Sync Audiobooks,” then either select the individual titles you want or choose “All Audiobooks.”  
6. Click “Apply” (or “Sync”) at the bottom right to begin syncing.  "
14404,"Several body systems cooperate by exchanging gases and waste:  
• The respiratory system (nose, larynx, trachea, lungs) delivers oxygen to every system and removes carbon dioxide generated by the muscular, digestive, skeletal, circulatory, urinary and nervous systems.  
• The urinary system (kidneys and lower intestines) filters and removes waste products from the blood, cleaning up by-products produced by the skeletal, muscular, digestive, respiratory, circulatory and nervous systems.  
Together with the other listed systems (endocrine, lymphatic, immune and reproductive), they maintain normal body function."
14418,"Teresa is ultimately from the Greek name Therasia and carries the sense of “reap” or “reaper.”  In Italian it is rendered as “harvester.”  Etymologically it is thought to derive from the Greek therizein (“to harvest, harvester”) or possibly from theros (“summer”).  (In Spanish usage it is also famed as the name of saints such as Teresa of Ávila.)"
14433,"India and Vietnam differ in both education and colonial history (Passages 1 & 3):

1. Education  
  – India’s trends are “much more typical,” with an early focus on expanding access: building schools, training teachers and providing resources to get children into school.  
  – Vietnam’s system is “relatively equitable,” so poorer and better-off children receive essentially the same support once enrolled.

2. Colonial legacy  
  – India was Britain’s largest colony until 1947, then partitioned along Hindu, Muslim and Sikh lines, leading to conflict.  
  – Vietnam was France’s largest Indochinese colony until 1945 and did not undergo a similar religious partition."
14445,"When an asset is discarded (but not sold), under section 43(6) and the block-concept:  
• You deduct the asset’s scrap value from the written-down value of its depreciation block in the year of discard.  
• You continue to claim depreciation on the residual value (opening WDV less scrap value) even though the asset is no longer in use."
14458,"Here’s a concise sequence (from Passage 3) for sewing a zipper gusset:

1. Trace your zipper‐gusset pattern onto main and lining fabrics and cut out.  
2. Baste a few stitches just below the zipper’s top stop to anchor it.  
3. Pin the main gusset piece to the zipper, right sides together and ¼″ from the zipper’s center.  
4. Switch to a zipper foot and stitch close to the seam line to secure.  
5. Align the gusset lining on top, right sides together, and stitch on the same seam line.  
6. Flip the lining downward beneath the main gusset and topstitch near that seam.  
7. Repeat steps 3–6 on the other side of the zipper.  
8. Check that the visible zipper tape between gussets measures ½″.  
9. Swap back to a regular foot and stitch around the seam allowance to join main and lining fully.  
10. Clip the seam allowance at any curves.  
11. Position the gusset assembly on your project (e.g. a pencil case body), aligning ends to the center marks, and sew between those marks.  
12. Finally, place the lining over the gusset, right sides down, and stitch in place."
14468,"Place cold eggs in a single layer in a saucepan and cover with cold water by about 1″. Bring the water to a boil over high heat, then immediately turn off the heat, cover the pan, and let the eggs stand in the hot water:  
• Medium eggs: 9 minutes  
• Large eggs: 12 minutes  
• Extra-large eggs: 15 minutes  
(Or let all sizes stand 17 minutes.)  
When time’s up, drain the hot water and run cold water over the eggs before peeling."
14470,That bottom drawer is a warming drawer—a heated compartment meant to keep cooked food hot (toasty) at serving temperature until you’re ready to eat.
15092,"Here are two ways to factory-reset your HTC One VX, drawn directly from the passages:

Method 1 – From Android Settings  
1. Back up anything you want to keep.  
2. Slide down the Notifications panel and tap Storage → Factory data reset.  
3. Tap Reset phone, then Erase everything.

Method 2 – Using Bootloader  
1. Power the phone off (hold Power until it shuts down).  
2. Press and hold Volume Down + Power for a few seconds.  
3. When “Bootloader Mode” appears, release both buttons.  
4. Use Volume Down to scroll to “Factory Reset” and press Power to select."
15097,"PSA levels measure the concentration of prostate-specific antigen (a protein made by the prostate) in a man’s blood, reported in nanograms per milliliter (ng/mL).  Elevated PSA can signal prostate cancer or benign conditions like prostatitis, an enlarged prostate (BPH), or inflammation.  A total PSA between 4.0 and 10.0 ng/mL carries about a 25% chance of cancer but may also reflect noncancerous causes."
15103,"Here’s a quick, passage-based recipe for making a basic bar graph for your research:

1. Collect your data  
   – Make sure you’ve got categorical data you want to compare (e.g. monthly rainfall).

2. Choose your graph type  
   – Bar graphs work well for comparing groups or types. (Line graphs are another option; pie charts suit a few, very different categories.)

3. Prepare your grid  
   – Use graph paper or draw neat x- and y-axes.  
   – On the x-axis list your categories.  
   – On the y-axis set a scale high enough to include your largest value.

4. Title and label  
   – Give your graph a clear title.  
   – Label each axis (e.g. “Month” on x, “Inches of Rainfall” on y).

5. Draw your bars  
   – For each category, draw a rectangular bar whose height matches its value on the y-axis.  
   – Make sure bar heights are proportional to the data.

6. Add finishing touches  
   – Color or shade your bars for visual impact.  
   – Double-check scales so that extreme values don’t distort your comparison."
15108,"Windows 7 (and similar versions)  
1. Click the Start button and open the Help Center (or Control Panel).  
2. In the search box type “Power Management Settings” and press Enter.  
3. Click “Change Power Management settings” to open the Power Options window.  
4. In the left pane, click “Change when the computer sleeps.”  
5. Use the “Put the computer to sleep” drop-down to select how long the PC should sit idle before sleeping (or set it to “Never” to disable).  

Windows 10  
1. Click the Start button and type “power options” in the taskbar search.  
2. Select Power Options.  
3. In the left pane, click “Change when the computer sleeps.”  
4. Adjust the “Put the computer to sleep” time as desired."
15111,"Hugging has been shown to boost feelings of well-being, reduce worry (even existential fears about mortality), and foster emotional intimacy and stronger relationships—what researchers sometimes call a “psychological hug.”"
15112,"1. Remove the roast from the refrigerator and let it sit at room temperature for at least 1 hour.  
2. Preheat your oven to 375 °F.  
3. Rub the roast all over with House Seasoning.  
4. Place it on a rack in a roasting pan, rib side down and fat cap facing up.  
5. Roast, uncovered, for 1 hour.  
6. After 1 hour, turn off the oven and let the roast rest before carving."
15120,"On low heat: about 6–8 hours (or a straight 8 hours for chicken breasts).  
On high heat: about 4 hours (or you can do 1 hour on high then ~5 hours on low)."
