source_id,qa_response
14300,"Automotive technicians are paid using various methods. They may earn an hourly wage (with overtime eligibility depending on factors like work setting, pay structure, and state), a commission, or a combination of both. Some are even paid on a flat-rate or flag-rate basis."
14323,"To grill a porterhouse, first prepare your grill by creating distinct heat zones. For a charcoal grill, dump a chimney of lit coals into the grill, spread them into a double layer at the far side and a single layer in the center, leaving the section closest to you free of coals. If you're using a gas grill, set it up for three-zone grilling. Replace the grill grate, clean it with a brush while hot, and coat it with oil. Then place the porterhouse—a steak that features both a NY Strip and a filet separated by a bone—on the grill and cook it to your preferred doneness."
14353,"To fold a quilt, lay it flat on a bed or table. Then, fold the lower right corner up toward the center on the bias, followed by folding the lower left corner up also on the bias. Next, fold the top left corner down toward the center on the bias, and finally fold the top right corner down toward the center on the bias."
14355,"A Water Pik helps maintain good oral health by using a strong stream of water to clean teeth and gums, remove plaque and food particles from hard-to-reach areas, massage soft tissue to reduce the risk of gingivitis, and ultimately promote overall dental hygiene."
14360,"To set your default web browser in Windows, open the Settings app (using the Start menu or by pressing Windows + I), click on System, then select Default apps. Scroll down to the Web browser section, click on the current browser, and pick your preferred browser from the list."
14366,"A proper disposal requires treating the flag with reverence. One acceptable method is to remove the flag’s blue field, have it burned peacefully with its ashes buried, and then handle the collected flag respectfully. Alternatively, you may personally conduct a proper ceremony by folding the flag in the customary triangle fold and then burning it."
14375,"To cook brats, start by pricking them with a fork. In a large pot, combine beer and onions (adding red pepper flakes, garlic powder, salt, and pepper if desired) and bring the mixture to a boil. Submerge the bratwurst and simmer them for about 15 to 20 minutes. Meanwhile, preheat your outdoor grill to medium-high heat and lightly oil the grate. Then, transfer the bratwurst to the grill and cook them for 10 to 14 minutes, turning occasionally to ensure they brown evenly. Serve with the beer and onion mixture as a topping or side."
14390,"Irritable bowel syndrome does not have a known single cause; it is believed to result from a mix of abnormal gut movements, irregular nerve signals (increasing pain sensitivity), issues with brain–gut communication, and food intolerances. Its symptoms include diarrhea, constipation (or alternating between the two), belly cramps (often worsening after meals and improving with a bowel movement), and bloating with gas."
14392,"Essential amino acids cannot be produced by the body and therefore must be obtained through the diet, whereas nonessential amino acids can be synthesized by the body."
14394,"Indiana typically experiences long, warm, humid, and wet summers along with chilly, windy winters. In Indianapolis, temperatures usually range from about 22°F to 85°F, rarely dropping below 3°F or rising above 92°F, and the sky is partly cloudy throughout the year."
14396,"1. In iTunes, enable “Manually Manage Music” if it isn't already activated.  
2. Connect your iPhone to your computer with a USB cable.  
3. In iTunes, click your device, then select “Audiobooks” (or “Books”) from the left sidebar.  
4. Check the box next to the audiobook title you want to sync (or select “All Audiobooks”).  
5. Click “Sync” or “Apply” and wait for the process to complete."
14404,"The body systems work together by each performing unique tasks while supporting one another. For example, the urinary system collaborates with the skeletal, muscular, digestive, respiratory, circulatory, and nervous systems by cleaning waste products from them. Likewise, the respiratory system supplies oxygen and removes carbon dioxide for these and other systems. In this way, all systems—including the skeletal, muscular, digestive, respiratory, circulatory, urinary, endocrine, lymphatic, immune, reproductive, and nervous—integrate their functions to maintain overall normal body function."
