source_id,qa_response
14300,"Auto mechanics and technicians who work in auto dealerships receive regular hourly rates and commissions, while those working in repair shops typically receive flat-rate or flag-rate payments. These types of technicians may also be eligible for overtime pay under the Fair Labor Standards Act (FLSA)."
14323,"To grill a porterhouse, follow these steps:

1. Place a chimney of lit coals into the grill.
2. Spread the coals into a double layer at the far side and a single layer in the center.
3. Leave the section closest to you coal-free.
4. Replace the grill grate.
5. Set the grill for three-zone grilling.
6. Keep the grill hot, clean, and lubricated before cooking the porterhouse."
14353,"To fold a quilt, follow these steps:

1. Lay the quilt on a flat surface.
2. Fold the lower right corner up toward the center of the quilt, making sure it's on the bias.
3. Fold the lower left corner up toward the center of the quilt, also making sure it's on the bias.
4. Fold the top left corner down toward the center of the quilt, again making sure it's on the bias.
5. Finally, fold the top right corner down toward the center of the quilt, ensuring it's on the bias as well."
14355,"The benefits of using a water pick include eliminating germs and plaque, stimulating soft tissue in the mouth, reducing the risk of gingivitis, and cleaning better around the teeth and gums."
14360,"To set default browser to Windows, follow these steps:

1. Open your Firefox browser.
2. Click on the Firefox menu button.
3. Select Options from the pop-up menu."
14366,The proper way to dispose of a worn USA flag is to burn it in a proper ceremony.
14375,"To cook brats, follow these steps:

1. Preheat your outdoor grill for medium-high heat.
2. When the grill is hot, lightly oil the grate.
3. Combine the beer and onions in a large pot and bring to a boil.
4. Submerge the bratwurst in the beer mixture; add the red pepper flakes, garlic powder, salt, and pepper.
5. Cook the bratwurst on the preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.
6. Serve with the beer mixture as a topping or side."
14390,"The passage provides detailed information about Irritable Bowel Syndrome (IBS), which includes its symptoms and causes. Here's a concise summary:

**Symptoms:**
- Diarrhea (violent episodes)
- Constipation alternating with diarrhea
- Belly pain or cramps
- Gas or bloating

**Causes:**
- Abnormal movements of the colon and small intestines (too fast or slow, or too strong)
- Hypersensitivity to pain from a full bowel or gas
- Food sensitivities, possibly caused by poor absorption of sugars or acids in food

This passage covers both the physical symptoms and the underlying causes of IBS, providing a comprehensive overview of this condition."
14392,"The main difference between essential and nonessential amino acids lies in their ability to be produced by the body or require dietary intake. Essential amino acids (EAA) are those that must be obtained through food sources because the body cannot produce them, whereas nonessential amino acids (NEAAs) can be synthesized by the body. This distinction is crucial for maintaining proper bodily function and health."
14394,"Typical weather in Indianapolis, Indiana includes cold, humid summers with temperatures ranging from 22°F to 85°F, while the winter months can be very cold and windy. The state experiences mostly cloudy weather throughout the year, with an average of 22-85 inches of rainfall per year."
14396,"To sync audiobook from iPhone to iTunes, follow these steps:

1. Open iTunes on your computer.
2. Connect your iPhone/iPod/iPad to the USB cable and plug the other end of the USB cable into a USB port on the computer.
3. Click ""Audiobooks"" on the left task pane of iTunes.
4. Checkmark the title of the audiobook you want to transfer.
5. Click the box next to the title of the book to make a check mark next to it.
6. Connect your iPhone/iPod/iPad to the USB cable and plug the other end of the USB cable into a USB port on the computer.
7. Wait for iTunes to sync.
8. After the sync is complete, the audiobook will be on your iPhone/iPod/iPad.

Note: The process may vary slightly depending on whether you're transferring audiobooks from your computer to your Apple device or vice versa."
14404,"The body's various systems work together to maintain normal function by cleaning bodily waste products, removing carbon dioxide, providing oxygen, and regulating temperature."
14418,"The name Teresa has multiple meanings depending on the context it's used in. In Greek, it means ""reaper""; in American, it means ""harvesting machine""; in Italian, it means ""harvester""; in Spanish, it means ""name of two popular saints""; and in Portuguese, it means ""summer""."
14433,"The main differences between Vietnam and India are:

1. Education System: In Vietnam, children are prioritized for schooling, while in India, resources and facilities are considered when setting up schools.
2. Economic Status: While both countries have significant economies, Vietnam has a more equitable distribution of wealth compared to India.
3. Political Stability: Vietnam experienced political instability during its independence period, whereas India maintained stability throughout its history.
4. Cultural Influence: Both countries have significant cultural influences, but Vietnam has a stronger impact due to its larger population and historical ties with China.
5. Military Presence: India has been involved in multiple wars since gaining independence, including the Vietnam War, while Vietnam has never directly participated in major conflicts."
14445,"When an asset is discarded as per the Income Tax Act, it can be treated as if it was never owned by the business. According to the passage, ""For the purposes of Income Tax Act, a previous year is a distinct unit. In case an asset is discarded by the business but not sold, section 43(6) permits the scrap value of the asset to be reduced from the block in the previous year in the same class and subject to same rate of depreciation. Under the block concept, all the assets falling within the same class and subject to same rate of depreciation are clubbed together and considered as single asset. Any alterations to the value of the block have to be strictly in accordance with the provisions of Chapter IV D of Income Tax Act, 1961."""
