source_id,summary
14-0,"Militants armed with guns and grenades stormed Kabul’s 400-bed Sardar Daud hospital at 09:00 local time after detonating explosives at the gate and opening fire on staff and patients. Over six hours of fighting ended when commandos, who had landed on the roof, killed all four attackers. More than 50 people were wounded. The Islamic State group claimed responsibility, while the Taliban denied involvement. President Ashraf Ghani condemned the assault as an attack on all Afghanistan, and deputy leader Abdullah Abdullah vowed to avenge the victims. Witnesses described gunmen—even one in a white coat—firing on doctors, guards and patients and people hiding on window ledges.  
This marked IS’s first direct clash with security forces in Kabul, using a Taliban-style breach tactic that suggests growing resources and training. Since declaring its Khorasan Province in 2015, IS has carried out high-profile attacks in Kabul—a July 2016 rally bombing (about 80 killed), twin Ashura explosions (around 30 dead), a mosque attack that November (over 30 fatalities) and last month’s Supreme Court assault (22 killed). Afghan authorities say they have cleared IS from some eastern bases but not from mountainous areas. Meanwhile, the Taliban has also stepped up attacks, including suicide bombings in Kabul that killed 16 people a week earlier."
14-1,"The 2014 Booker Prize shortlist, announced for a Tuesday ceremony at London’s Guildhall, includes six novels by three British writers, two Americans and one Australian—making it the first year the award is open to any English-language author regardless of nationality. Sudipto (“Mukherjee”)’s The Lives of Others is the 5/2 favorite, followed by Richard Flanagan’s The Narrow Road to the Deep North at 3/1. Former winner Howard Jacobson is nominated for his futuristic love story J. The other contenders are Ali Smith’s How to Be Both, Joshua Ferris’s To Rise Again at a Decent Hour and Karen Joy Fowler’s We Are All Completely Beside Ourselves. Fowler’s book leads in sales (55,000 copies), while Ferris has sold just over 6,000. Shortlisted authors each receive £2,500 and a specially bound edition. The 46th‐annual prize is judged by a panel chaired by AC Grayling and will be presented by the Duchess of Cornwall, with BBC coverage from 21:30 BST.  "
14-2,"After Brexit, Bank of England Governor Mark Carney surprised observers by choosing a third option—extending his term by just one year, until mid-2019—rather than leaving in 2018 as originally planned or staying through 2021. While markets and politicians expected a longer extension to provide continuity during the EU-exit negotiations, Carney’s decision was driven chiefly by family considerations: two of his daughters will be taking major exams in 2018, and he and his wife wish to return to Canada’s education system thereafter. He emphasized the move was “entirely personal,” enjoyed Theresa May’s support, and said his brief extension will cover the Article 50 process before a new governor takes over."
14-3,"Adrian Gill, a celebrated Sunday Times columnist since 1993, has died after being diagnosed last month with what he called the “full English” of cancers. Despite undergoing chemotherapy, he remained stoical, calling himself “very lucky.” His final column on coming to terms with his illness appears in tomorrow’s paper. Sunday Times editor Martin Ivens remembered Gill as the paper’s “heart and soul,” praising his wit, fearless prose and compassion.

Peers and rivals alike—among them Jay Rayner, Tim Shipman, Stig Abell, John Witherow, Andrew Neil and Piers Morgan—paid tribute to his brilliance and unique voice. Gill was also known for sparking controversy, from recounting shooting a baboon to searing remarks about the Welsh, Rhyl, Norfolk, the Isle of Man and Clare Balding, and once being ejected from a Gordon Ramsay restaurant.

Born in Edinburgh in 1954 and overcoming dyslexia, Gill studied art in London before writing for magazines, Tatler and then the Sunday Times. He married author Cressida Connolly in 1983, Home Secretary Amber Rudd in 1991 (two children), and was engaged to Nicola Formby, with whom he had twins."
14-4,"Independent hacker collectives have become key players in the Ukraine–Russia conflict. The best-known are the pro-Ukrainian Ukrainian Cyber Troops, the anti-Western Cyber Berkut, and Russia-focused group Anonymous International (aka b0ltai or Shaltay Boltay).  

Ukrainian Cyber Troops, led by Yevhen Dokukin, use distributed denial-of-service attacks to cripple rebel websites, hijack CCTV cameras, billboards and network printers to broadcast pro-Ukrainian messages, and target separatist funding via PayPal and WebMoney accounts. Dokukin says he hacked Russian interior-ministry servers and Rostov-region police emails, passing 35 GB of data to Inform Napalm, which uncovered evidence that wounded Russian servicemen were evacuated from Ukraine.  

Cyber Berkut, named after the riot police of ousted president Yanukovych, aims to disrupt Ukraine’s military efforts and paints Kiev as committing “genocide.” It has defaced government websites during Joe Biden’s visit, hijacked Kiev billboards with anti-Ukrainian propaganda, claimed to tamper with election vote-counting systems, leaked defence-ministry data and alleged Ukrainian responsibility for the MH17 shoot-down.  

Anonymous International specializes in Kremlin leaks. Though its hacking methods are unclear, it has published internal Kremlin correspondence, letters from Russian fighters in Ukraine and emails of former rebel commander Igor Girkin. Its website is now blocked in Russia."
5-0,"James Milner, the 30-year-old former Manchester City midfielder, earned 61 England caps after his 2009 debut, featuring in two World Cups and two European Championships (though playing only three minutes at Euro 2016). Upon his recent decision—described as one of “common sense”—he wished Sam Allardyce, the players, staff and supporters well. Milner also holds the record for most England Under-21 appearances (46 caps since 2004) and scored his sole international goal in a 5-0 win over Moldova during the 2014 World Cup qualifiers."
5-1,"Brad Wilk is an American drummer best known for his work with Rage Against the Machine (1991–2000; 2007–2011) and Audioslave (2001–2007). He began drumming for the band Greta in 1990 and, in August 1991, co-founded Rage Against the Machine with Tom Morello and Zack de la Rocha. As of 2016, he performs in Prophets of Rage alongside Tim Commerford, Tom Morello, Chuck D, B-Real and DJ Lord. Separately, “Rage” is also the name of a German heavy-metal band formed in 1984 by Peter “Peavy” Wagner."
5-2,"Gary Locke, 41, has been appointed Kilmarnock’s permanent manager on a three-year contract after a successful interim spell. A former Hearts boss, he joined last summer as assistant to Allan Johnston and took charge when Johnston resigned in early February. Since then, Locke has lost only one of seven games at Rugby Park. He will address the media on Friday and formalized his new deal with chairman Jim Mann."
5-3,"Rupert Murdoch is the chairman and acting CEO of Fox News. His younger son, James Rupert Jacob Murdoch (born 13 December 1972), holds Australian, British and American citizenship and serves as CEO of 21st Century Fox and chairman of Sky plc. Rupert Murdoch also led News Corporation—now the world’s second-largest media conglomerate—and, following its 28 June 2013 split, its successors News Corp and 21st Century Fox."
15-0,"Veteran actor Robert Hardy, 89, is auctioning more than 200 antiques—238 lots in all—through Dominic Winter Auctioneers in South Cerney, Gloucestershire, this Saturday as he downsizes his Cotswolds home. The £100,000 sale ranges from a hand-painted 1960s limewood diorama of the 1415 Battle of Agincourt (estimated £4,000–£6,000) to a yew longbow with mother-of-pearl handle (up to £2,000), a portrait of Hardy holding the bow, a pair of Gillows cabinets (up to £4,000), swords, flintlock rifles, silverware, crystal chandeliers and dozens of books—some 17th-century—plus paintings such as Frank Owen Salisbury’s Alfred the Great. A keen military historian and medieval-longbow expert who studied English under J.R.R. Tolkien and C.S. Lewis at Oxford, Hardy has published two books on the longbow and advised on the Mary Rose recovery. Best known for playing Siegfried Farnon in All Creatures Great and Small, Winston Churchill on television and Cornelius Fudge in the Harry Potter films, he retired from stage acting after a fall but plans to continue screen work. Saddened to part with his “treasured library,” he hopes buyers enjoy his collection as much as he has."
