source_id,summary
14-0,"Militants, claiming allegiance to the Islamic State (IS), attacked Sardar Daud hospital in Kabul, using explosives and firearms. After a six-hour confrontation, commandos killed all attackers. Over 50 people were injured. This marked IS's first direct engagement with security forces in the capital. The attack, which began at 09:00 local time, involved attackers disguised as medical staff. IS has previously targeted civilians and non-security force sites. The assault suggests IS may now have the resources and training to conduct more complex operations. The government has struggled to root out IS from eastern bases and mountainous areas. Both IS and the Taliban have increased their activities in Afghanistan recently."
14-1,"The passage discusses the shortlisted novels for the 2014 Booker Prize, noting that it is the first year the prize is open to all English-language authors regardless of nationality. Key points include:

- Mukherjee's ""The Lives of Others"" is the favorite to win.
- The winner will be announced at London's Guildhall.
- Shortlisted authors include Howard Jacobson, Ali Smith, Joshua Ferris, Karen Joy Fowler, and Richard Flanagan.
- The prize has 46 years of history and was last won by Eleanor Catton in 2013.
- Each shortlisted author receives £2,500 and a specially bound edition of their book."
14-2,"Mark Carney, the Governor of the Bank of England, announced he would extend his tenure by one year instead of leaving in 2018 as initially planned. This decision was influenced by personal reasons, particularly his children's educational needs. Carney stated that he intends to serve as long as possible, but the timing of his daughters' exams in 2018 made a one-year extension the most practical choice. Despite political pressure and concerns about economic forecasts, Carney maintained that his decision was purely personal and not influenced by external factors. His extended term will end in 2019, allowing a new Governor to take over during the post-Brexit negotiation phase."
14-3,"Adrian Gill, a renowned journalist and writer for the Sunday Times, passed away after battling various cancers. Known for his controversial and witty writing, Gill joined the Sunday Times in 1993 and was celebrated for his incomparable wit and fearless writing. He faced public backlash for some of his comments, including controversial remarks about Wales, the Isle of Man, and Clare Balding. Gill overcame dyslexia to become a successful writer, and his final column about his diagnosis was set to appear in the Sunday Times. He was married twice and engaged to his current partner, Nicola Formby, with whom he had four children."
14-4,"The passage describes various hacker groups active during the conflict in Ukraine, including the Ukrainian Cyber Troops, Cyber Berkut, and Anonymous International. The Ukrainian Cyber Troops, led by Yevhen Dokukin, engage in DDoS attacks, hack into government and rebel websites, and monitor public CCTV systems. They have also printed pro-Ukrainian messages on network printers. Cyber Berkut, named after the riot police, targets Ukrainian government sites and accuses the government of a ""genocide."" Anonymous International leaks documents related to Russia's domestic and Ukrainian affairs. These groups use hacking to influence the conflict, though the Ukrainian military denies using hacker data for targeting."
5-0,"The passage discusses a 30-year-old former Manchester City player who has won 61 caps for England since his debut in 2009. He was part of two World Cup and two European Championship squads but only played three minutes in Euro 2016. The text also mentions that he holds the record for the most capped England Under-21 player with 46 appearances, scoring once in a 2014 World Cup qualifier against Moldova."
5-1,"Brad Wilk is a drummer who has played in several rock bands including Rage Against the Machine (1991-2000, 2007-11), Audioslave (2001-07), and currently Prophets of Rage (as of 2016). He co-founded Rage Against the Machine with Tom Morello and Zack de la Rocha in 1991. Rage Against the Machine is an American band, not German as mentioned in the passage, which was incorrectly stated."
5-2,"Gary Locke, who previously managed Hearts, has been appointed as the permanent manager of Kilmarnock on a three-year contract. He took over as interim manager in February and has maintained an undefeated record in seven games. Locke will address the media at a press conference on Friday."
5-3,"Rupert Murdoch is the current chairman and acting CEO of Fox News. He is also the CEO of 21st Century Fox and chairman of Sky plc. Murdoch is the son of another media mogul and has full control over News Corporation, now known as News Corp and 21st Century Fox, following a corporate split in 2013."
15-0,"Veteran actor Robert Hardy, 89, is auctioning over 200 antiques and collectibles, including a 3D diorama of the Battle of Agincourt, to downsize his home. The auction, organized by Dominic Winter Auctioneers, includes furniture, paintings, weapons, and books, with a total of 238 lots. Hardy, known for roles in ""All Creatures Great and Small"" and portrayals of Winston Churchill, is a military historian and expert on the medieval longbow. He expresses sadness at parting with his collection but hopes it brings joy to new owners."
15-1,"Veteran actor Robert Hardy, 89, is auctioning over 200 antiques and collectibles, including a 3D diorama of the Battle of Agincourt, to downsize his home. The auction, organized by Dominic Winter Auctioneers, includes furniture, paintings, weapons, and books, with a total of 238 lots. Hardy, known for roles in ""All Creatures Great and Small"" and portrayals of Winston Churchill, is a military historian and expert on the medieval longbow. He expresses sadness at parting with his collection but hopes it brings joy to new owners."
